wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
594837198,0,0,29100,24682,1
594862237,0,0,210,20,1
594877637,0,0,893,7,1
594898384,0,0,79,14,1
594917568,0,0,49,13,1
594937546,0,0,4576,19,1
594962037,0,1,71,21,0
594977515,0,1,139,11,1
594997655,0,1,145,26,1
595017665,0,1,105,24,1
595037623,0,1,126,25,1
595057642,0,1,101,20,1
595077603,0,1,86,16,1
595097589,0,1,1597,25,1
595119112,0,1,2236,24,1
595139771,0,1,8872,22,1
595166403,0,1,194,31,1
595178452,216414,2,71,13,0
595197709,0,2,68,28,1
595217586,0,2,77,23,1
595237607,0,2,68,29,1
595257583,0,2,67,22,1
595277580,0,2,71,22,1
595297590,0,2,77,24,1
595317596,0,2,66,23,1
595337583,0,2,76,24,1
595357596,0,2,102,28,1
595377658,0,2,80,41,1
595397599,0,2,73,23,1
595418392,239939,3,67,23,0
595437581,0,3,57,20,1
595457562,0,3,80,19,1
595477604,0,3,79,30,1
595497601,0,3,77,29,1
595517596,0,3,77,28,1
595537594,0,3,74,28,1
595557592,0,3,74,28,1
595577591,0,3,74,28,1
595597593,0,3,75,28,1
595617593,0,3,73,28,1
595637592,0,3,74,27,1
595658434,240042,4,65,29,0
595677580,0,4,65,25,1
595697579,0,4,72,24,1
595717593,0,4,65,31,1
595737581,0,4,101,25,1
595757691,0,4,120,31,1
595777746,0,4,197,31,1
595799046,0,4,236,72,1
595818854,0,4,207,52,1
595839960,0,4,188,62,1
595858917,0,4,200,42,1
595879769,221335,5,167,53,0
595898499,0,5,202,42,1
595919165,0,5,190,59,1
595937930,0,5,131,43,1
595957753,0,5,103,32,1
595977684,0,5,55,15,1
595997557,0,5,63,20,1
596017560,0,5,73,17,1
596037590,0,5,65,23,1
596057573,0,5,41,23,1
596077530,0,5,52,15,1
596097560,0,5,83,24,1
596118414,238645,6,59,31,0
596137573,0,6,82,20,1
596157617,0,6,78,32,1
596177599,0,6,77,29,1
596197597,0,6,83,30,1
596217605,0,6,82,30,1
596237606,0,6,77,30,1
596257599,0,6,83,29,1
596277608,0,6,75,30,1
596297597,0,6,78,29,1
596317600,0,6,79,29,1
596337600,0,6,76,29,1
596358435,240020,7,77,29,0
596377605,0,7,71,31,1
596397589,0,7,67,26,1
596417584,0,7,63,25,1
596437580,0,7,66,25,1
596457582,0,7,132,25,1
596478169,0,7,215,51,1
596498262,0,7,176,50,1
596518984,0,7,196,58,1
596538955,0,7,203,52,1
596558762,0,7,189,42,1
596579065,220629,8,92,46,0
596597828,0,8,57,27,1
596617558,0,8,143,21,1
596637653,0,8,75,25,1
596657593,0,8,69,28,1
596677584,0,8,77,31,1
596697599,0,8,71,29,1
596717590,0,8,73,29,1
596737594,0,8,79,28,1
596757600,0,8,75,31,1
596777591,0,8,67,27,1
596797582,0,8,78,27,1
596818421,239356,9,101,30,0
596837619,0,9,198,27,1
596857751,0,9,117,31,1
596877748,0,9,117,30,1
596897744,0,9,117,30,1
596917747,0,9,117,30,1
596937747,0,9,117,30,1
596957745,0,9,117,30,1
596977744,0,9,117,29,1
596997745,0,9,117,30,1
597017742,0,9,117,30,1
597037743,0,9,124,30,1
597058556,240134,10,117,30,0
597077742,0,10,117,28,1
597097743,0,10,117,27,1
597117742,0,10,117,27,1
597137745,0,10,201,27,1
597158712,0,10,174,47,1
597178715,0,10,126,43,1
597197743,0,10,78,30,1
597217613,0,10,81,23,1
597237630,0,10,63,23,1
597257570,0,10,51,19,1
597277556,0,10,71,21,1
597298351,239794,11,78,34,0
597317592,0,11,63,25,1
597337574,0,11,69,24,1
597357589,0,11,63,29,1
597377573,0,11,63,24,1
597397577,0,11,65,25,1
597417579,0,11,66,24,1
597437581,0,11,64,25,1
597457576,0,11,60,24,1
597477571,0,11,61,23,1
597497572,0,11,63,23,1
597517575,0,11,71,24,1
597538404,240053,12,71,27,0
597557589,0,12,64,27,1
597577575,0,12,63,24,1
597597575,0,12,63,24,1
597617576,0,12,62,24,1
597637572,0,12,63,23,1
597657574,0,12,189,23,1
597678471,0,12,185,50,1
597698888,0,12,197,42,1
597718865,0,12,169,43,1
597738335,0,12,170,40,1
597758636,0,12,222,41,1
597779961,241557,13,142,59,0
597797854,0,13,89,35,1
597817668,0,13,76,16,1
597837634,0,13,56,23,1
597857557,0,13,61,23,1
597877577,0,13,70,31,1
597897587,0,13,67,28,1
597917586,0,13,67,27,1
597937588,0,13,68,27,1
597957584,0,13,66,26,1
597977582,0,13,68,26,1
597997586,0,13,81,28,1
598018412,238450,14,65,32,0
598037582,0,14,66,26,1
598057581,0,14,64,26,1
598077580,0,14,62,26,1
598097579,0,14,91,26,1
598117657,0,14,192,32,1
598138986,0,14,210,53,1
598159155,0,14,166,53,1
598178792,0,14,192,44,1
598198586,0,14,304,54,1
598218851,0,14,214,56,1
598239977,221565,15,210,61,0
598258549,0,15,208,52,1
598278757,0,15,203,52,1
598298584,0,15,186,58,1
598318972,0,15,195,63,1
598338574,0,15,124,44,1
598357958,0,15,110,34,1
598377667,0,15,114,34,1
598397663,0,15,130,38,1
598418437,0,15,93,23,1
598438235,0,15,73,30,1
598457583,0,15,69,26,1
598478366,238388,16,57,25,0
598497569,0,16,67,26,1
598517585,0,16,65,25,1
598537582,0,16,64,24,1
598557580,0,16,65,24,1
598577582,0,16,64,24,1
598597582,0,16,65,24,1
598617583,0,16,65,24,1
598637582,0,16,65,24,1
598657582,0,16,64,23,1
598677581,0,16,65,24,1
598697581,0,16,77,23,1
598718441,240074,17,77,34,0
598737598,0,17,60,23,1
598757566,0,17,65,19,1
598777586,0,17,67,22,1
598797626,0,17,66,25,1
598817582,0,17,66,22,1
598837581,0,17,65,22,1
598857580,0,17,74,22,1
598877594,0,17,66,24,1
598897582,0,17,66,23,1
598917581,0,17,65,22,1
598937582,0,17,76,24,1
598958428,239987,18,67,25,0
598977583,0,18,75,22,1
598997602,0,18,76,27,1
599017598,0,18,65,27,1
599037575,0,18,67,22,1
599057590,0,18,69,26,1
599077585,0,18,60,24,1
599097571,0,18,55,23,1
599117560,0,18,55,18,1
599137559,0,18,54,17,1
599157560,0,18,55,17,1
599177565,0,18,65,17,1
599198418,239990,19,54,22,0
599217564,0,19,56,18,1
599237561,0,19,56,17,1
599257562,0,19,54,17,1
599277560,0,19,87,17,1
599297649,0,19,117,28,1
599317742,0,19,118,27,1
599337730,0,19,117,28,1
599357742,0,19,117,27,1
599377744,0,19,117,27,1
599397745,0,19,117,27,1
599417742,0,19,122,27,1
599438498,240079,20,117,31,0
599457743,0,20,117,27,1
599477744,0,20,118,27,1
599497843,0,20,186,27,1
599519108,0,20,173,56,1
599538716,0,20,221,39,1
599559148,0,20,213,47,1
599578845,0,20,133,54,1
599597758,0,20,99,33,1
599617861,0,20,87,25,1
599637673,0,20,77,26,1
599657616,0,20,72,19,1
599678353,239855,21,50,25,0
599697546,0,21,40,17,1
599717524,0,21,30,13,1
599737516,0,21,33,10,1
599757521,0,21,72,11,1
599777560,0,21,35,12,1
599797521,0,21,133,11,1
599817624,0,21,1535,14,1
599839092,0,21,739,49,1
599858275,0,21,87,32,1
599877614,0,21,75,31,1
599897597,0,21,180,29,1
599918499,240146,22,67,31,0
599937588,0,22,66,26,1
599957581,0,22,69,25,1
599977583,0,22,64,26,1
599997581,0,22,70,26,1
600017584,0,22,68,26,1
600037584,0,22,68,25,1
600057584,0,22,67,26,1
600077584,0,22,69,25,1
600097585,0,22,133,26,1
600117651,0,22,70,27,1
600137587,0,22,71,25,1
600158342,239842,23,69,27,0
600177589,0,23,94,26,1
600197618,0,23,83,30,1
600217597,0,23,70,21,1
600237584,0,23,55,22,1
600257556,0,23,72,21,1
600277592,0,23,89,31,1
600297615,0,23,72,27,1
600317591,0,23,71,24,1
600337592,0,23,68,24,1
600357587,0,23,67,23,1
600377580,0,23,82,23,1
600398441,240099,24,65,28,0
600417585,0,24,69,23,1
600437588,0,24,67,23,1
600457582,0,24,68,22,1
600477583,0,24,98,23,1
600497619,0,24,240,30,1
600517865,0,24,143,28,1
600537766,0,24,117,27,1
600557740,0,24,117,27,1
600577740,0,24,117,27,1
600597740,0,24,117,27,1
600617742,0,24,122,27,1
600638546,240104,25,117,32,0
600657742,0,25,117,27,1
600677740,0,25,117,27,1
600697744,0,25,117,27,1
600717744,0,25,117,27,1
600737742,0,25,117,28,1
600757742,0,25,121,27,1
600778518,0,25,93,29,1
600797816,0,25,78,26,1
600817579,0,25,78,24,1
600837587,0,25,62,24,1
600857568,0,25,64,26,1
600878367,239820,26,43,28,0
600897537,0,26,52,15,1
600917559,0,26,71,25,1
600937592,0,26,70,24,1
600957588,0,26,69,24,1
600977589,0,26,71,24,1
600997588,0,26,68,24,1
601017584,0,26,64,22,1
601037583,0,26,66,23,1
601057582,0,26,71,22,1
601077589,0,26,68,24,1
601097582,0,26,78,23,1
601118431,240064,27,80,26,0
601137777,0,27,120,28,1
601158080,0,27,117,27,1
601177742,0,27,117,27,1
601197742,0,27,117,27,1
601217756,0,27,129,29,1
601237761,0,27,117,29,1
601257742,0,27,117,28,1
601277743,0,27,117,27,1
601297744,0,27,221,27,1
601317836,0,27,117,27,1
601337744,0,27,139,27,1
601358615,240183,28,127,32,0
601377753,0,28,128,28,1
601397758,0,28,106,31,1
601417695,0,28,83,24,1
601437647,0,28,71,19,1
601457590,0,28,79,31,1
601477588,0,28,68,22,1
601497591,0,28,72,26,1
601517596,0,28,69,26,1
601537585,0,28,67,22,1
601557584,0,28,71,22,1
601577588,0,28,78,23,1
601598447,239832,29,67,27,0
601617586,0,29,67,23,1
601637584,0,29,100,23,1
601657685,0,29,117,27,1
601677743,0,29,117,27,1
601697743,0,29,117,27,1
601717741,0,29,117,27,1
601737742,0,29,81,28,1
601757622,0,29,53,25,1
601777556,0,29,66,20,1
601797588,0,29,83,28,1
601817603,0,29,75,28,1
601838457,240009,30,72,33,0
601857595,0,30,65,29,1
601877581,0,30,66,25,1
601897584,0,30,67,26,1
601917586,0,30,64,28,1
601937578,0,30,64,26,1
601957584,0,30,63,27,1
601977576,0,30,79,26,1
601997589,0,30,79,21,1
602017586,0,30,48,23,1
602037539,0,30,70,16,1
602057585,0,30,77,21,1
602078380,239922,31,75,37,0
602097601,0,31,73,27,1
602117591,0,31,67,24,1
602137585,0,31,66,22,1
602157584,0,31,65,22,1
602177582,0,31,67,22,1
602197585,0,31,67,22,1
602217584,0,31,67,23,1
602237583,0,31,68,22,1
602257586,0,31,64,22,1
602277582,0,31,66,21,1
602297584,0,31,75,23,1
602318419,240039,32,120,27,0
602337646,0,32,72,25,1
602357596,0,32,66,24,1
602377584,0,32,66,22,1
602397584,0,32,66,22,1
602417584,0,32,70,23,1
602437589,0,32,86,23,1
602457613,0,32,69,29,1
602477584,0,32,70,23,1
602497587,0,32,74,25,1
602517589,0,32,74,24,1
602537576,0,32,80,32,1
602558452,240033,33,71,32,0
602577590,0,33,96,28,1
602597628,0,33,82,32,1
602617606,0,33,55,23,1
602637555,0,33,53,17,1
602657556,0,33,59,19,1
602677561,0,33,78,22,1
602697601,0,33,73,27,1
602717594,0,33,66,26,1
602737587,0,33,65,24,1
602757583,0,33,74,24,1
602777588,0,33,54,19,1
602798346,239893,34,35,20,0
602817523,0,34,31,12,1
602837518,0,34,31,11,1
602857518,0,34,30,11,1
602877516,0,34,35,11,1
602897524,0,34,105,12,1
602917595,0,34,32,12,1
602937518,0,34,30,11,1
602957514,0,34,31,11,1
