wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
658937900,0,0,31631,26937,1
658962911,0,0,220,20,1
658978351,0,0,782,6,1
658998978,0,0,74,17,1
659018267,0,0,38,13,1
659038224,0,0,4464,11,1
659062659,0,1,62,17,0
659078194,0,1,186,8,1
659098400,0,1,68,20,1
659118287,0,1,103,24,1
659138322,0,1,160,24,1
659158389,0,1,131,26,1
659178318,0,1,436,19,1
659198657,0,1,1972,17,1
659220238,0,1,4874,19,1
659243047,0,1,33,20,1
659258166,0,1,66,10,1
659278286,0,1,63,27,1
659299039,236379,2,52,24,0
659318342,0,2,82,27,1
659338315,0,2,71,30,1
659358295,0,2,76,27,1
659378296,0,2,68,29,1
659398287,0,2,76,26,1
659418295,0,2,69,25,1
659438290,0,2,71,26,1
659458293,0,2,70,28,1
659478289,0,2,72,26,1
659498293,0,2,71,27,1
659518295,0,2,80,26,1
659539139,240100,3,68,30,0
659558289,0,3,67,27,1
659578287,0,3,69,26,1
659598283,0,3,71,26,1
659618290,0,3,67,26,1
659638285,0,3,65,25,1
659658281,0,3,67,25,1
659678283,0,3,67,26,1
659698280,0,3,65,26,1
659718361,0,3,147,103,1
659738291,0,3,68,29,1
659758287,0,3,74,26,1
659779109,239969,4,96,27,0
659798332,0,4,95,26,1
659818331,0,4,67,34,1
659838270,0,4,51,20,1
659858255,0,4,46,19,1
659878240,0,4,36,17,1
659898223,0,4,42,13,1
659918240,0,4,45,14,1
659938241,0,4,43,14,1
659958239,0,4,44,14,1
659978241,0,4,59,14,1
659998274,0,4,66,21,1
660019113,240004,5,72,22,0
660038295,0,5,85,21,1
660058308,0,5,79,24,1
660078284,0,5,46,18,1
660098250,0,5,57,20,1
660118264,0,5,56,19,1
660138266,0,5,56,18,1
660158263,0,5,53,17,1
660178261,0,5,64,18,1
660198274,0,5,56,21,1
660218265,0,5,62,19,1
660238275,0,5,64,21,1
660259096,239983,6,54,22,0
660278265,0,6,56,17,1
660298264,0,6,62,18,1
660318276,0,6,58,21,1
660338269,0,6,59,19,1
660358270,0,6,60,20,1
660378270,0,6,64,19,1
660398271,0,6,78,22,1
660418316,0,6,69,26,1
660438274,0,6,57,23,1
660458259,0,6,77,22,1
660478289,0,6,59,18,1
660499034,239937,7,76,24,0
660518311,0,7,87,26,1
660538316,0,7,68,26,1
660558289,0,7,75,23,1
660578301,0,7,67,25,1
660598288,0,7,75,23,1
660618301,0,7,67,25,1
660638288,0,7,65,23,1
660658278,0,7,61,22,1
660678276,0,7,59,21,1
660698271,0,7,78,19,1
660718311,0,7,89,32,1
660739211,240177,8,77,30,0
660758307,0,8,60,26,1
660778273,0,8,77,20,1
660798307,0,8,59,26,1
660818271,0,8,71,20,1
660838294,0,8,61,24,1
660858275,0,8,79,21,1
660878300,0,8,56,24,1
660898264,0,8,62,19,1
660918276,0,8,111,20,1
660938344,0,8,222,31,1
660958479,0,8,151,41,1
660979351,240139,9,120,47,0
660998365,0,9,75,31,1
661018285,0,9,78,24,1
661038289,0,9,62,25,1
661058272,0,9,65,24,1
661078281,0,9,51,24,1
661098251,0,9,50,17,1
661118256,0,9,55,20,1
661138266,0,9,55,18,1
661158264,0,9,56,18,1
661178266,0,9,55,19,1
661198263,0,9,66,18,1
661219109,239757,10,66,22,0
661238278,0,10,60,23,1
661258281,0,10,60,23,1
661278272,0,10,63,18,1
661298280,0,10,82,25,1
661318306,0,10,83,30,1
661338309,0,10,59,25,1
661358275,0,10,70,29,1
661378288,0,10,65,28,1
661398282,0,10,75,24,1
661418294,0,10,63,24,1
661438280,0,10,82,24,1
661459163,240054,11,65,32,0
661478282,0,11,67,25,1
661498284,0,11,65,25,1
661518286,0,11,68,25,1
661538286,0,11,70,26,1
661558289,0,11,69,26,1
661578288,0,11,103,26,1
661598337,0,11,81,29,1
661618296,0,11,81,24,1
661638305,0,11,69,23,1
661658283,0,11,70,23,1
661678286,0,11,77,24,1
661699079,239915,12,64,31,0
661718279,0,12,64,21,1
661738277,0,12,88,21,1
661758323,0,12,63,27,1
661778278,0,12,75,21,1
661798302,0,12,63,25,1
661818276,0,12,64,20,1
661838280,0,12,62,21,1
661858277,0,12,75,21,1
661878299,0,12,62,25,1
661898278,0,12,64,21,1
661918281,0,12,72,21,1
661939112,240033,13,79,24,0
661958313,0,13,64,28,1
661978283,0,13,73,21,1
661998297,0,13,76,24,1
662018305,0,13,68,25,1
662038287,0,13,72,22,1
662058293,0,13,74,24,1
662078301,0,13,62,25,1
662098277,0,13,72,20,1
662118296,0,13,63,25,1
662138281,0,13,125,21,1
662159153,0,13,109,47,1
662179152,240040,14,103,36,0
662198378,0,14,113,38,1
662218407,0,14,75,31,1
662238308,0,14,79,26,1
662258299,0,14,52,24,1
662278250,0,14,53,17,1
662298254,0,14,61,20,1
662318278,0,14,69,24,1
662338289,0,14,68,23,1
662358286,0,14,72,23,1
662378291,0,14,73,24,1
662398291,0,14,81,24,1
662419153,240000,15,71,27,0
662438292,0,15,66,24,1
662458283,0,15,70,22,1
662478288,0,15,67,24,1
662498286,0,15,66,23,1
662518286,0,15,73,23,1
662538295,0,15,83,25,1
662558307,0,15,73,28,1
662578295,0,15,71,26,1
662598292,0,15,66,23,1
662618285,0,15,68,22,1
662638289,0,15,80,23,1
662659149,239995,16,70,28,0
662678292,0,16,70,23,1
662698291,0,16,66,23,1
662718284,0,16,69,22,1
662738291,0,16,69,23,1
662758289,0,16,67,24,1
662778286,0,16,80,23,1
662798299,0,16,70,23,1
662818284,0,16,72,26,1
662838290,0,16,61,27,1
662858270,0,16,60,22,1
662878299,0,16,66,27,1
662899068,239918,17,69,36,0
662918293,0,17,69,27,1
662938292,0,17,72,27,1
662958294,0,17,65,28,1
662978288,0,17,69,26,1
662998291,0,17,71,27,1
663018295,0,17,69,28,1
663038289,0,17,70,28,1
