wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
466605282,0,0,34712,31652,1
466629751,0,0,252,20,1
466645723,0,0,40,7,1
466665618,0,0,78,17,1
466685654,0,0,835,13,1
466706408,0,0,4520,14,1
466730101,0,1,58,20,0
466745574,0,1,49,10,1
466765637,0,1,57,24,1
466785646,0,1,271,20,1
466805867,0,1,72,21,1
466825682,0,1,65,23,1
466845666,0,1,193,23,1
466865803,0,1,81,27,1
466885667,0,1,119,17,1
466905714,0,1,465,28,1
466926067,0,1,1980,22,1
466947579,0,1,8567,22,1
466975060,244959,2,203,35,0
466985729,0,2,69,11,1
467005650,0,2,70,18,1
467025673,0,2,72,22,1
467045668,0,2,66,21,1
467065661,0,2,67,22,1
467085649,0,2,43,17,1
467105616,0,2,56,14,1
467125648,0,2,52,20,1
467145638,0,2,69,18,1
467165671,0,2,70,24,1
467185669,0,2,76,23,1
467206506,231446,3,67,26,0
467225667,0,3,66,22,1
467245667,0,3,66,24,1
467265661,0,3,65,22,1
467285663,0,3,66,22,1
467305664,0,3,65,22,1
467325663,0,3,66,22,1
467345663,0,3,65,23,1
467365661,0,3,66,22,1
467385666,0,3,69,22,1
467405671,0,3,64,23,1
467425663,0,3,75,22,1
467446504,239998,4,66,26,0
467465665,0,4,67,22,1
467485663,0,4,68,21,1
467505675,0,4,65,23,1
467525665,0,4,64,22,1
467545664,0,4,129,22,1
467566494,0,4,147,45,1
467586404,0,4,61,27,1
467605647,0,4,48,19,1
467625627,0,4,71,16,1
467645681,0,4,84,32,1
467665688,0,4,81,30,1
467686467,239963,5,67,34,0
467705668,0,5,73,25,1
467725677,0,5,64,26,1
467745666,0,5,66,25,1
467765665,0,5,69,25,1
467785672,0,5,64,26,1
467805665,0,5,65,25,1
467825664,0,5,64,24,1
467845666,0,5,64,26,1
467865663,0,5,64,25,1
467885663,0,5,65,25,1
467905665,0,5,72,25,1
467926422,239954,6,67,27,0
467945668,0,6,66,26,1
467965665,0,6,73,25,1
467985671,0,6,70,27,1
468005671,0,6,68,26,1
468025666,0,6,69,25,1
468045670,0,6,65,27,1
468065666,0,6,65,25,1
468085664,0,6,64,25,1
468105664,0,6,65,25,1
468125663,0,6,67,25,1
468145667,0,6,75,26,1
468166373,239950,7,105,30,0
468185743,0,7,72,27,1
468205660,0,7,60,21,1
468225646,0,7,61,20,1
468245652,0,7,52,24,1
468265634,0,7,46,18,1
468285622,0,7,56,16,1
468305650,0,7,68,26,1
468325672,0,7,65,22,1
468345666,0,7,66,23,1
468365663,0,7,65,22,1
468385666,0,7,84,22,1
468406532,240159,8,66,30,0
468425667,0,8,65,22,1
468445664,0,8,66,22,1
468465665,0,8,64,22,1
468485663,0,8,65,22,1
468505663,0,8,65,22,1
468525665,0,8,73,22,1
468545673,0,8,88,22,1
468565734,0,8,187,28,1
468586441,0,8,238,46,1
468607170,0,8,291,47,1
468627875,221343,9,182,38,0
468646871,0,9,120,36,1
468666251,0,9,156,30,1
468686118,0,9,216,35,1
468707138,0,9,163,47,1
468727014,0,9,198,50,1
468747127,0,9,198,37,1
468766913,0,9,150,48,1
468786909,0,9,194,126,1
468805778,0,9,94,24,1
468825743,0,9,66,24,1
468845724,0,9,74,26,1
468866456,238580,10,47,27,0
468885625,0,10,60,19,1
468905658,0,10,66,29,1
468925669,0,10,88,27,1
468945694,0,10,68,32,1
468965669,0,10,75,28,1
468985676,0,10,67,29,1
469005666,0,10,70,27,1
469025671,0,10,65,28,1
469045662,0,10,98,25,1
469065719,0,10,136,33,1
469085847,0,10,130,33,1
469106652,240195,11,120,39,0
469125833,0,11,122,33,1
469145837,0,11,122,33,1
469165835,0,11,173,33,1
469186103,0,11,206,42,1
469207137,0,11,167,61,1
469226516,0,11,215,42,1
469246540,0,11,194,54,1
469267283,0,11,200,44,1
469287403,0,11,194,59,1
469307029,0,11,262,86,1
469328087,221434,12,218,61,0
469346652,0,12,197,53,1
469366797,0,12,193,53,1
469386888,0,12,83,34,1
469405696,0,12,59,25,1
469425640,0,12,47,20,1
469445627,0,12,79,17,1
469465698,0,12,71,42,1
469485656,0,12,65,22,1
469505658,0,12,63,21,1
469525656,0,12,54,21,1
469545635,0,12,84,18,1
469566500,238413,13,59,27,0
469585644,0,13,67,14,1
469605664,0,13,67,23,1
469625669,0,13,88,23,1
469645690,0,13,76,23,1
469665682,0,13,68,25,1
469685670,0,13,66,23,1
469705664,0,13,81,22,1
469725701,0,13,136,27,1
469745847,0,13,118,27,1
469765829,0,13,117,28,1
469785827,0,13,150,27,1
469806643,240142,14,117,30,0
469825841,0,14,117,27,1
469845827,0,14,118,27,1
469865840,0,14,117,28,1
469885825,0,14,118,27,1
469905835,0,14,117,27,1
469925826,0,14,178,27,1
469946828,0,14,238,45,1
469967111,0,14,171,47,1
469986593,0,14,95,50,1
470005701,0,14,76,27,1
470025706,0,14,67,23,1
470046407,239763,15,51,26,0
470065629,0,15,47,18,1
470085626,0,15,57,20,1
470105653,0,15,62,24,1
470125657,0,15,60,24,1
470145656,0,15,68,23,1
470165668,0,15,62,25,1
470185656,0,15,61,24,1
470205657,0,15,66,23,1
470225662,0,15,67,24,1
470245665,0,15,67,26,1
470265663,0,15,75,25,1
470286525,240118,16,62,28,0
470305658,0,16,122,24,1
470325833,0,16,120,31,1
470345836,0,16,135,33,1
470365822,0,16,121,31,1
470385849,0,16,120,31,1
470405831,0,16,120,31,1
470426041,0,16,192,44,1
