wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
402485791,0,0,27257,22028,1
402511582,0,0,227,27,1
402526248,0,0,96,7,1
402546203,0,0,112,28,1
402566198,0,0,810,15,1
402586906,0,0,4708,21,1
402610810,0,1,54,23,0
402626073,0,1,59,6,1
402646168,0,1,67,26,1
402666172,0,1,103,25,1
402686210,0,1,258,26,1
402706392,0,1,66,28,1
402726173,0,1,64,24,1
402746173,0,1,182,25,1
402766296,0,1,70,19,1
402786151,0,1,2080,14,1
402808207,0,1,10425,24,1
402836561,0,1,81,36,1
402846983,236172,2,232,17,0
402866503,0,2,55,27,1
402886156,0,2,53,18,1
402906152,0,2,54,17,1
402926151,0,2,53,17,1
402946154,0,2,65,18,1
402966164,0,2,66,18,1
402986167,0,2,60,22,1
403006161,0,2,56,20,1
403026155,0,2,56,17,1
403046153,0,2,60,18,1
403066163,0,2,72,21,1
403087080,240097,3,72,24,0
403106176,0,3,63,23,1
403126164,0,3,67,26,1
403146186,0,3,82,45,1
403166183,0,3,52,24,1
403186142,0,3,51,20,1
403206138,0,3,73,18,1
403226192,0,3,88,33,1
403246213,0,3,87,34,1
403266213,0,3,85,33,1
403286212,0,3,84,33,1
403306205,0,3,78,29,1
403327028,239947,4,67,38,0
403346173,0,4,65,25,1
403366173,0,4,66,25,1
403386172,0,4,76,24,1
403406200,0,4,65,32,1
403426174,0,4,65,25,1
403446173,0,4,90,24,1
403466250,0,4,123,32,1
403486662,0,4,126,31,1
403507041,0,4,121,44,1
403526562,0,4,120,31,1
403546537,0,4,172,31,1
403568294,241266,5,120,42,0
403586803,0,5,184,32,1
403606942,0,5,195,42,1
403627934,0,5,209,41,1
403647280,0,5,180,49,1
403666930,0,5,206,44,1
403687996,0,5,157,58,1
403706432,0,5,88,38,1
403726200,0,5,50,25,1
403746133,0,5,84,17,1
403766212,0,5,63,33,1
403786159,0,5,59,19,1
403806883,238589,6,63,26,0
403826170,0,6,63,20,1
403846164,0,6,61,21,1
403866164,0,6,57,20,1
403886158,0,6,61,18,1
403906165,0,6,57,20,1
403926157,0,6,65,18,1
403946170,0,6,65,21,1
403966168,0,6,57,21,1
403986156,0,6,68,18,1
404006174,0,6,54,22,1
404026154,0,6,71,18,1
404046981,240097,7,70,26,0
404066179,0,7,64,23,1
404086174,0,7,68,23,1
404106176,0,7,141,23,1
404126248,0,7,166,23,1
404147282,0,7,144,46,1
404166568,0,7,199,36,1
404187662,0,7,233,48,1
404207502,0,7,166,46,1
404227122,0,7,220,38,1
404247837,0,7,200,47,1
404268412,221431,8,166,48,0
404287018,0,8,167,55,1
404306966,0,8,81,36,1
404326195,0,8,52,21,1
404346138,0,8,72,16,1
404366189,0,8,66,27,1
404386158,0,8,62,20,1
404406156,0,8,50,19,1
404426131,0,8,39,14,1
404446122,0,8,44,14,1
404466130,0,8,98,15,1
404486208,0,8,141,23,1
404507087,238675,9,61,28,0
404526164,0,9,56,19,1
404546157,0,9,54,19,1
404566155,0,9,54,17,1
404586155,0,9,54,18,1
404606153,0,9,52,17,1
404626153,0,9,53,17,1
404646154,0,9,55,17,1
404666155,0,9,52,18,1
404686153,0,9,62,17,1
404706160,0,9,58,19,1
404726160,0,9,67,19,1
404746961,239873,10,59,21,0
404766161,0,10,100,20,1
404786286,0,10,117,27,1
404806438,0,10,216,27,1
404827775,0,10,215,53,1
404847671,0,10,204,46,1
404867162,0,10,186,55,1
404887082,0,10,255,41,1
404906977,0,10,118,43,1
404926310,0,10,79,27,1
404946212,0,10,63,27,1
404966150,0,10,70,20,1
404986898,239937,11,48,21,0
405006123,0,11,75,16,1
405026191,0,11,77,25,1
405046199,0,11,83,26,1
405066205,0,11,79,28,1
405086197,0,11,82,26,1
405106203,0,11,83,28,1
405126209,0,11,78,28,1
405146199,0,11,81,26,1
405166200,0,11,82,27,1
405186202,0,11,79,28,1
405206198,0,11,97,26,1
405227083,240184,12,77,32,0
405246196,0,12,80,25,1
405266200,0,12,80,26,1
405286197,0,12,72,28,1
405306181,0,12,152,23,1
405326406,0,12,234,47,1
405348642,0,12,149,54,1
405366740,0,12,120,36,1
405386665,0,12,235,28,1
405408092,0,12,236,53,1
405427557,0,12,185,48,1
405447925,220842,13,177,38,0
405467461,0,13,117,46,1
405486384,0,13,117,28,1
405506496,0,13,121,27,1
405526322,0,13,96,29,1
405546238,0,13,58,21,1
405566158,0,13,83,22,1
405586200,0,13,51,29,1
405606138,0,13,58,15,1
405626164,0,13,60,25,1
405646165,0,13,64,22,1
405666166,0,13,73,22,1
405686985,239059,14,60,26,0
405706164,0,14,62,21,1
405726169,0,14,60,22,1
405746163,0,14,62,21,1
405766167,0,14,62,23,1
405786166,0,14,64,22,1
405806169,0,14,65,22,1
405826171,0,14,122,22,1
405846808,0,14,117,27,1
405866673,0,14,117,27,1
405886334,0,14,117,27,1
405906336,0,14,124,28,1
405927101,240116,15,118,31,0
405946326,0,15,117,29,1
405966323,0,15,121,29,1
405986346,0,15,117,29,1
406006340,0,15,117,30,1
406026332,0,15,117,29,1
406046339,0,15,117,29,1
406066325,0,15,121,29,1
406086342,0,15,115,29,1
406106370,0,15,111,27,1
406126251,0,15,76,42,1
406146174,0,15,97,23,1
406167013,239912,16,76,47,0
406186162,0,16,51,22,1
406206138,0,16,42,19,1
406226123,0,16,65,14,1
406246184,0,16,71,25,1
406266181,0,16,72,26,1
406286185,0,16,72,25,1
406306186,0,16,72,26,1
406326186,0,16,72,26,1
406346185,0,16,66,26,1
406366181,0,16,77,25,1
406386182,0,16,66,19,1
406406887,239873,17,46,23,0
406426125,0,17,34,14,1
406446148,0,17,35,14,1
406466117,0,17,32,13,1
406486110,0,17,37,12,1
406506119,0,17,35,13,1
406526114,0,17,31,13,1
406546111,0,17,34,12,1
406566116,0,17,35,13,1
406586114,0,17,34,11,1
406606115,0,17,33,13,1
406626116,0,17,44,13,1
406646886,239998,18,56,17,0
406666164,0,18,60,23,1
406686164,0,18,64,20,1
406706170,0,18,92,22,1
406726233,0,18,81,22,1
406746202,0,18,54,35,1
406766137,0,18,57,19,1
406786153,0,18,51,22,1
406806137,0,18,66,17,1
406826181,0,18,73,30,1
406846185,0,18,77,27,1
406866186,0,18,80,27,1
406887038,240152,19,81,40,0
406906194,0,19,70,28,1
406926179,0,19,71,26,1
406946178,0,19,70,26,1
406966179,0,19,68,26,1
406986179,0,19,70,27,1
407006177,0,19,69,26,1
407026179,0,19,83,26,1
407046196,0,19,72,29,1
407066179,0,19,83,26,1
407086173,0,19,110,27,1
407106561,0,19,201,30,1
407128421,241383,20,194,55,0
407147322,0,20,202,57,1
407167128,0,20,203,38,1
407187161,0,20,197,46,1
407207089,0,20,220,49,1
407227709,0,20,184,46,1
407247194,0,20,214,39,1
407267033,0,20,179,61,1
407287471,0,20,264,46,1
407307133,0,20,122,48,1
407326444,0,20,108,37,1
407346279,0,20,71,29,1
407366974,238552,21,57,23,0
407386134,0,21,71,21,1
407406184,0,21,57,22,1
407426146,0,21,45,17,1
407446125,0,21,129,14,1
407466214,0,21,1224,15,1
407487339,0,21,773,33,1
407506901,0,21,79,34,1
407526163,0,21,69,23,1
407546180,0,21,140,23,1
407566254,0,21,65,24,1
407586176,0,21,83,23,1
407607021,240047,22,63,35,0
407626173,0,22,65,22,1
407646173,0,22,64,22,1
407666173,0,22,65,22,1
407686174,0,22,65,23,1
407706172,0,22,64,22,1
407726171,0,22,65,21,1
407746173,0,22,155,22,1
407766267,0,22,64,23,1
407786173,0,22,65,22,1
407806173,0,22,66,22,1
407826173,0,22,119,22,1
407847033,240012,23,69,49,0
407866176,0,23,68,22,1
407886174,0,23,68,22,1
407906171,0,23,68,22,1
407926170,0,23,84,23,1
407946191,0,23,78,27,1
407966187,0,23,72,30,1
407986175,0,23,62,24,1
408006158,0,23,45,23,1
408026129,0,23,67,16,1
408046175,0,23,67,25,1
408066179,0,23,86,22,1
408087041,240007,24,67,28,0
408106174,0,24,65,22,1
408126174,0,24,65,22,1
408146175,0,24,167,22,1
408166279,0,24,67,24,1
408186177,0,24,65,23,1
408206174,0,24,67,22,1
408226175,0,24,64,22,1
408246174,0,24,100,22,1
408266768,0,24,120,28,1
408287024,0,24,138,45,1
408306987,0,24,133,27,1
408327274,240233,25,117,31,0
408346335,0,25,117,27,1
408366336,0,25,117,28,1
408386335,0,25,117,28,1
408406332,0,25,117,27,1
408426531,0,25,260,27,1
408448915,0,25,209,54,1
408467577,0,25,147,55,1
408487105,0,25,217,38,1
408507291,0,25,182,49,1
408527419,0,25,114,48,1
408547100,219825,26,89,29,0
408566250,0,26,64,21,1
408586166,0,26,67,18,1
408606172,0,26,50,23,1
408626140,0,26,76,18,1
408646194,0,26,82,29,1
408666201,0,26,67,25,1
408686175,0,26,68,22,1
408706175,0,26,69,22,1
408726181,0,26,67,24,1
408746176,0,26,65,22,1
408766176,0,26,85,23,1
408787060,239959,27,68,26,0
408806176,0,27,67,22,1
408826178,0,27,67,23,1
408846177,0,27,72,22,1
408866187,0,27,66,24,1
408886174,0,27,66,22,1
408906174,0,27,66,22,1
408926174,0,27,155,22,1
408947475,0,27,222,53,1
408966436,0,27,117,28,1
408986334,0,27,117,27,1
409006339,0,27,120,27,1
409027154,240093,28,117,31,0
409046338,0,28,117,28,1
409066337,0,28,117,27,1
409086335,0,28,117,28,1
409106336,0,28,122,27,1
409126347,0,28,123,31,1
409146337,0,28,82,21,1
409166255,0,28,79,21,1
409186203,0,28,64,23,1
409206160,0,28,69,24,1
409226200,0,28,49,24,1
409246132,0,28,68,16,1
409266914,239760,29,62,28,0
409286185,0,29,68,21,1
409306178,0,29,65,22,1
409326172,0,29,61,22,1
409346170,0,29,68,21,1
409366175,0,29,62,23,1
409386170,0,29,79,21,1
409406190,0,29,75,22,1
409426183,0,29,57,26,1
409446158,0,29,88,20,1
409466235,0,29,68,26,1
409486178,0,29,77,22,1
409506975,240060,30,64,26,0
409526169,0,30,61,21,1
409546163,0,30,64,21,1
409566170,0,30,61,22,1
409586162,0,30,64,20,1
409606171,0,30,63,22,1
409626167,0,30,64,21,1
409646168,0,30,83,20,1
409666202,0,30,72,27,1
409686181,0,30,85,24,1
409706193,0,30,82,23,1
409726205,0,30,101,26,1
409747092,240117,31,71,38,0
409766167,0,31,54,23,1
409786150,0,31,59,22,1
409806152,0,31,48,22,1
409826135,0,31,65,18,1
409846177,0,31,77,28,1
409866189,0,31,72,27,1
409886186,0,31,81,27,1
409906202,0,31,110,32,1
409926228,0,31,70,30,1
409946182,0,31,73,27,1
409966187,0,31,144,26,1
409987079,239986,32,77,35,0
410006192,0,32,71,27,1
410026185,0,32,67,27,1
410046188,0,32,76,38,1
410066185,0,32,69,27,1
410086179,0,32,69,26,1
410106178,0,32,93,26,1
410126250,0,32,223,31,1
410147836,0,32,233,52,1
410167318,0,32,207,55,1
410187051,0,32,200,52,1
410207158,0,32,146,47,1
410227264,240185,33,117,37,0
410246333,0,33,117,27,1
410266336,0,33,117,27,1
410286335,0,33,117,28,1
410306337,0,33,120,28,1
410327043,0,33,104,27,1
410346277,0,33,79,26,1
410366186,0,33,67,22,1
410386176,0,33,74,28,1
410406171,0,33,67,22,1
410426173,0,33,60,24,1
410446153,0,33,81,17,1
410466942,239678,34,72,28,0
410486196,0,34,70,24,1
410506181,0,34,67,23,1
410526175,0,34,70,24,1
410546181,0,34,174,24,1
410566285,0,34,71,26,1
410586179,0,34,67,24,1
410606174,0,34,68,22,1
410626174,0,34,68,23,1
410646176,0,34,67,24,1
410666174,0,34,68,22,1
410686175,0,34,73,22,1
410706913,239970,35,67,25,0
410726176,0,35,69,23,1
410746177,0,35,64,23,1
410766172,0,35,102,22,1
410786277,0,35,117,27,1
410806335,0,35,117,27,1
410826457,0,35,200,27,1
410847355,0,35,219,48,1
410866626,0,35,158,49,1
410887162,0,35,164,46,1
410907458,0,35,193,38,1
410927765,220851,36,145,55,0
410946317,0,36,100,32,1
410966300,0,36,91,31,1
410986251,0,36,62,24,1
411006158,0,36,64,24,1
411026167,0,36,54,25,1
411046144,0,36,57,17,1
411066162,0,36,66,25,1
411086175,0,36,69,24,1
411106181,0,36,65,24,1
411126176,0,36,66,24,1
411146175,0,36,87,24,1
411166983,239218,37,66,31,0
411186175,0,37,76,24,1
411206185,0,37,68,27,1
411226181,0,37,66,25,1
411246178,0,37,65,24,1
411266174,0,37,64,24,1
411286174,0,37,160,23,1
411306715,0,37,191,39,1
411327087,0,37,185,48,1
411347135,0,37,215,58,1
411367565,0,37,177,50,1
411388078,221095,38,172,62,0
411407147,0,38,194,44,1
411427308,0,38,153,53,1
411446466,0,38,120,38,1
411466328,0,38,120,32,1
411486339,0,38,122,31,1
411506329,0,38,120,30,1
411526335,0,38,106,29,1
411546302,0,38,92,24,1
411566271,0,38,76,24,1
411586230,0,38,88,19,1
411606264,0,38,67,27,1
411626930,238852,39,40,25,0
411646083,0,39,62,17,1
411666177,0,39,63,26,1
411686169,0,39,61,25,1
411706168,0,39,61,25,1
411726170,0,39,100,26,1
411746282,0,39,120,33,1
411766343,0,39,121,33,1
411786342,0,39,124,34,1
411806576,0,39,124,33,1
411826841,0,39,124,31,1
411846859,0,39,130,33,1
411867562,240631,40,133,35,0
411886842,0,40,120,31,1
411906337,0,40,120,31,1
411926340,0,40,120,31,1
411946339,0,40,120,31,1
411966340,0,40,200,31,1
411987358,0,40,186,58,1
412007133,0,40,199,50,1
412027398,0,40,188,50,1
412047460,0,40,169,43,1
412067132,0,40,200,41,1
412087190,0,40,195,50,1
412108181,240618,41,167,42,0
412126954,0,41,150,41,1
412146828,0,41,116,35,1
412166251,0,41,56,25,1
412186149,0,41,66,19,1
412206169,0,41,73,22,1
412226180,0,41,54,24,1
412246143,0,41,37,17,1
412266115,0,41,34,13,1
412286113,0,41,52,12,1
412306153,0,41,57,23,1
412326158,0,41,69,20,1
412347018,238837,42,72,40,0
412366159,0,42,57,20,1
412386158,0,42,69,20,1
412406179,0,42,113,25,1
412426228,0,42,346,30,1
412446458,0,42,67,27,1
412466169,0,42,120,22,1
412486232,0,42,60,22,1
412506164,0,42,60,25,1
412526166,0,42,61,22,1
412546164,0,42,57,21,1
412566158,0,42,71,20,1
412586993,239974,43,79,24,0
412606192,0,43,74,31,1
412626186,0,43,75,28,1
412646183,0,43,74,27,1
412666182,0,43,72,27,1
412686183,0,43,73,27,1
412706182,0,43,79,28,1
412726185,0,43,86,29,1
412746194,0,43,67,24,1
412766163,0,43,57,19,1
412786157,0,43,67,22,1
412806171,0,43,74,23,1
412826960,239966,44,47,25,0
412846127,0,44,65,17,1
412866176,0,44,69,24,1
412886178,0,44,75,23,1
412906188,0,44,67,25,1
412926175,0,44,69,22,1
412946177,0,44,68,23,1
412966175,0,44,65,23,1
412986174,0,44,70,21,1
413006178,0,44,68,23,1
413026176,0,44,116,23,1
413046229,0,44,103,25,1
413067074,240114,45,68,29,0
413086178,0,45,71,23,1
413106183,0,45,68,23,1
413126176,0,45,109,22,1
413146308,0,45,117,27,1
413166334,0,45,216,28,1
413188857,0,45,185,53,1
413206990,0,45,203,37,1
413228351,0,45,216,53,1
413247205,0,45,180,47,1
413266822,0,45,184,48,1
