sample_ts,pid,tid,pcpu,stat,comm
1783535644,123633,123633,12.0,Rl,bg_engine
1783535644,123633,123634,0.0,Sl,HangWatcher
1783535644,123633,123646,0.0,Sl,PerfettoTrace
1783535644,123633,123648,0.0,Sl,ThreadPoolServi
1783535644,123633,123649,70.0,Sl,ThreadPoolForeg
1783535644,123633,123650,0.1,Sl,Chrome_ChildIOT
1783535644,123633,123652,66.7,Sl,ThreadPoolForeg
1783535644,123633,123654,4.2,Sl,Compositor
1783535644,123633,123655,0.0,Sl,ThreadPoolSingl
1783535644,123633,123657,2.0,Sl,ThreadPoolForeg
1783535645,123633,123633,11.5,Sl,bg_engine
1783535645,123633,123634,0.0,Sl,HangWatcher
1783535645,123633,123646,0.0,Sl,PerfettoTrace
1783535645,123633,123648,0.0,Sl,ThreadPoolServi
1783535645,123633,123649,67.8,Sl,ThreadPoolForeg
1783535645,123633,123650,0.1,Sl,Chrome_ChildIOT
1783535645,123633,123652,64.5,Sl,ThreadPoolForeg
1783535645,123633,123654,4.1,Rl,Compositor
1783535645,123633,123655,0.0,Sl,ThreadPoolSingl
1783535645,123633,123657,2.0,Sl,ThreadPoolForeg
1783535646,123633,123633,11.3,Sl,bg_engine
1783535646,123633,123634,0.0,Sl,HangWatcher
1783535646,123633,123646,0.0,Sl,PerfettoTrace
1783535646,123633,123648,0.0,Sl,ThreadPoolServi
1783535646,123633,123649,66.5,Rl,ThreadPoolForeg
1783535646,123633,123650,0.2,Sl,Chrome_ChildIOT
1783535646,123633,123652,63.2,Rl,ThreadPoolForeg
1783535646,123633,123654,4.1,Sl,Compositor
1783535646,123633,123655,0.0,Sl,ThreadPoolSingl
1783535646,123633,123657,2.1,Sl,ThreadPoolForeg
1783535646,123633,124434,0.0,Sl,ThreadPoolForeg
1783535647,123633,123633,11.7,Sl,bg_engine
1783535647,123633,123634,0.0,Sl,HangWatcher
1783535647,123633,123646,0.0,Sl,PerfettoTrace
1783535647,123633,123648,0.0,Sl,ThreadPoolServi
1783535647,123633,123649,68.9,Rl,ThreadPoolForeg
1783535647,123633,123650,0.2,Sl,Chrome_ChildIOT
1783535647,123633,123652,65.8,Rl,ThreadPoolForeg
1783535647,123633,123654,4.2,Sl,Compositor
1783535647,123633,123655,0.0,Sl,ThreadPoolSingl
1783535647,123633,123657,1.9,Sl,ThreadPoolForeg
1783535647,123633,124434,0.0,Sl,ThreadPoolForeg
1783535648,123633,123633,11.9,Sl,bg_engine
1783535648,123633,123634,0.0,Sl,HangWatcher
1783535648,123633,123646,0.0,Sl,PerfettoTrace
1783535648,123633,123648,0.0,Sl,ThreadPoolServi
1783535648,123633,123649,69.9,Rl,ThreadPoolForeg
1783535648,123633,123650,0.1,Sl,Chrome_ChildIOT
1783535648,123633,123652,66.8,Rl,ThreadPoolForeg
1783535648,123633,123654,4.1,Sl,Compositor
1783535648,123633,123655,0.0,Sl,ThreadPoolSingl
1783535648,123633,123657,1.8,Sl,ThreadPoolForeg
1783535648,123633,124434,0.0,Sl,ThreadPoolForeg
1783535649,123633,123633,11.7,Sl,bg_engine
1783535649,123633,123634,0.0,Sl,HangWatcher
1783535649,123633,123646,0.0,Sl,PerfettoTrace
1783535649,123633,123648,0.0,Sl,ThreadPoolServi
1783535649,123633,123649,69.1,Sl,ThreadPoolForeg
1783535649,123633,123650,0.1,Sl,Chrome_ChildIOT
1783535649,123633,123652,66.1,Sl,ThreadPoolForeg
1783535649,123633,123654,4.1,Sl,Compositor
1783535649,123633,123655,0.0,Sl,ThreadPoolSingl
1783535649,123633,123657,1.7,Sl,ThreadPoolForeg
1783535649,123633,124434,0.0,Sl,ThreadPoolForeg
