wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
1878127005,0,0,39317,36421,1
1878150321,0,0,6008,25,1
1878173340,0,0,683,33,1
1878188235,0,0,223,12,1
1878207549,0,0,326,29,1
1878227670,0,0,5763,14,1
1878255382,0,1,383,25,0
1878269833,0,1,1009,14,1
1878288326,32943,2,2385,21,0
1878313345,25019,3,1299,21,0
1878331382,0,3,1981,14,1
1878349235,35890,4,702,22,0
1878369864,0,4,813,17,1
1878388119,38884,5,5168,20,0
1878414342,26222,6,319,23,0
1878429207,0,6,811,21,1
1878448127,33784,7,932,19,0
1878470943,22815,8,185,19,0
1878488595,0,8,784,20,1
1878508093,37149,9,979,23,0
1878530213,22120,10,191,25,0
1878549278,0,10,806,16,1
1878568113,37899,11,977,22,0
1878590175,22062,12,944,25,0
1878610086,19910,13,926,23,0
1878630141,20054,14,962,20,0
1878650128,19987,15,971,23,0
1878670161,20033,16,1187,26,0
1878691165,21003,17,1056,23,0
1878710960,19795,18,190,24,0
1878729524,0,18,878,14,1
1878748216,37255,19,1003,51,0
1878771077,22860,20,981,27,0
1878794147,23070,21,160,22,0
1878810048,0,21,848,13,1
1878828134,33987,22,1032,27,0
1878850189,22054,23,927,26,0
1878871022,20832,24,905,22,0
1878890110,19088,25,908,20,0
1878910089,19979,26,883,21,0
1878930127,20037,27,908,20,0
1878950045,19918,28,887,21,0
1878970182,20137,29,892,23,0
1878989997,19815,30,904,19,0
1879010218,20220,31,181,28,0
1879027526,0,31,892,15,1
1879048201,37983,32,902,22,0
1879070042,21840,33,188,21,0
1879087539,0,33,866,16,1
1879108175,38133,34,906,23,0
1879131025,22850,35,899,26,0
1879150158,19133,36,910,26,0
1879170041,19882,37,1074,20,0
1879189044,19003,38,955,20,0
1879211090,22045,39,882,20,0
1879229879,18789,40,1054,25,0
1879251344,21464,41,191,33,0
1879270087,0,41,793,20,1
1879288099,36755,42,907,21,0
1879310159,22059,43,231,27,0
1879330377,0,43,985,16,1
1879348293,38134,44,137,24,0
1879367457,0,44,920,13,1
1879388237,39943,45,932,27,0
1879410067,21829,46,879,21,0
1879430157,20090,47,157,20,0
1879447500,0,47,933,15,1
1879468243,38086,48,928,23,0
1879489973,21729,49,876,20,0
1879510240,20267,50,883,22,0
1879529978,19738,51,877,21,0
1879550242,20264,52,998,20,0
1879570940,20698,53,883,20,0
1879590231,19290,54,1034,21,0
1879608378,18147,55,966,25,0
1879629888,21509,56,928,24,0
1879649363,19475,57,884,21,0
1879669805,20441,58,874,20,0
1879689397,19592,59,897,20,0
1879710660,21262,60,1034,23,0
1879728363,17703,61,915,29,0
1879750852,22488,62,906,22,0
1879770384,19532,63,921,18,0
1879789819,19435,64,875,18,0
1879809386,19566,65,877,18,0
1879829828,20441,66,1061,19,0
1879848420,18592,67,132,27,0
1879867455,0,67,789,16,1
1879888088,39668,68,1058,16,0
1879910040,21951,69,974,22,0
1879931241,21200,70,145,26,0
1879949121,0,70,893,15,1
1879968235,36994,71,960,27,0
1879990058,21823,72,1050,27,0
1880010285,20226,73,890,21,0
1880029896,19611,74,934,21,0
1880050205,20309,75,940,22,0
1880070040,19835,76,981,20,0
1880090333,20292,77,1108,20,0
1880110937,20603,78,2046,23,0
1880131811,20873,79,269,104,0
