wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
1631496879,0,0,36189,30398,1
1631523051,0,0,7747,81,1
1631544858,0,0,643,64,1
1631557770,0,0,195,12,1
1631577593,0,0,280,33,1
1631597456,0,0,842,14,1
1631619889,0,0,4950,13,1
1631642098,0,1,1214,26,0
1631660885,0,1,4031,14,1
1631681173,39075,2,358,27,0
1631699319,0,2,1961,22,1
1631719111,37938,3,6695,20,0
1631746526,27415,4,235,27,0
1631759061,0,4,863,15,1
1631778035,31509,5,1357,22,0
1631800495,22459,6,201,25,0
1631818870,0,6,842,14,1
1631838037,37541,7,987,31,0
1631860126,22089,8,181,19,0
1631880222,0,8,1124,14,1
1631898327,38200,9,163,27,0
1631918997,0,9,798,14,1
1631937945,39618,10,992,26,0
1631959905,21959,11,212,24,0
1631978472,0,11,853,13,1
1631998037,38131,12,1046,22,0
1632020183,22145,13,201,27,0
1632039194,0,13,763,15,1
1632057941,37758,14,933,21,0
1632080223,22282,15,189,25,0
1632099133,0,15,818,14,1
1632118005,37782,16,935,28,0
1632141143,23137,17,184,24,0
1632159202,0,17,815,14,1
1632177997,36854,18,984,26,0
1632199560,21563,19,235,25,0
1632217672,0,19,974,14,1
1632238154,38594,20,986,24,0
1632258861,20706,21,990,24,0
1632280349,21487,22,209,23,0
1632297445,0,22,896,16,1
1632318076,37727,23,911,22,0
1632341008,22931,24,926,30,0
1632361033,20024,25,933,34,0
1632380049,19015,26,937,20,0
1632400042,19993,27,197,18,0
1632417596,0,27,785,15,1
1632437973,37931,28,989,24,0
1632460106,22132,29,1068,24,0
1632480200,20093,30,884,24,0
1632499848,19648,31,930,22,0
1632520247,20398,32,987,19,0
1632539916,19669,33,1002,19,0
1632559270,19354,34,968,25,0
1632579903,20632,35,185,19,0
1632598443,0,35,910,16,1
1632618108,38204,36,943,30,0
1632640858,22749,37,178,23,0
1632658503,0,37,878,14,1
1632678057,37199,38,994,21,0
1632700106,22049,39,958,19,0
1632719868,19762,40,912,18,0
1632739207,19338,41,873,20,0
1632759827,20620,42,973,19,0
1632779046,19219,43,981,21,0
1632800115,21068,44,864,20,0
1632819952,19837,45,883,17,0
1632840149,20196,46,140,19,0
1632857352,0,46,862,20,1
1632878041,37892,47,927,17,0
1632900102,22060,48,876,21,0
1632919983,19881,49,993,21,0
1632940223,20239,50,884,21,0
1632959875,19651,51,872,19,0
1632980163,20288,52,897,19,0
1632999899,19736,53,966,20,0
1633020232,20332,54,896,21,0
1633039879,19646,55,898,21,0
1633059186,19307,56,144,19,0
1633077349,0,56,884,14,1
1633098047,38860,57,87,31,0
1633117268,0,57,857,13,1
1633138063,40015,58,990,24,0
1633159961,21898,59,999,19,0
1633179232,19271,60,907,20,0
1633199891,20658,61,1030,21,0
1633220525,20634,62,1007,21,0
1633239652,19126,63,150,19,0
1633258918,0,63,881,19,1
1633278061,38409,64,958,19,0
1633300082,22020,65,1041,26,0
1633320121,20039,66,905,20,0
1633339995,19873,67,905,20,0
1633360128,20132,68,912,20,0
1633379981,19852,69,982,28,0
1633400223,20242,70,1072,19,0
1633418787,18563,71,1118,20,0
1633441212,22424,72,131,29,0
1633458243,0,72,790,14,1
1633477970,36758,73,1075,20,0
1633500335,22365,74,2093,22,0
1633524020,23685,75,312,29,0
1633540386,0,75,1252,14,1
1633558437,34416,76,1036,21,0
1633578254,19817,77,1123,21,0
1633598788,20533,78,328,23,0
1633617552,0,78,772,15,1
1633637965,39176,79,956,28,0
1633660188,22223,80,1104,23,0
1633681067,20878,81,1066,33,0
1633700116,19049,82,467,25,0
1633719514,0,82,1104,14,1
1633738319,38203,83,1156,33,0
1633760998,22678,84,230,22,0
1633780332,0,84,900,15,1
1633798089,37091,85,947,21,0
1633820898,22809,86,1078,21,0
1633839063,18164,87,1055,26,0
1633858285,19222,88,153,27,0
1633878813,0,88,817,14,1
1633897996,39710,89,930,20,0
1633919961,21964,90,908,21,0
1633940159,20198,91,902,21,0
1633959910,19750,92,1014,20,0
1633979042,19131,93,1007,20,0
1634001133,22091,94,132,21,0
1634017275,0,94,861,14,1
1634038041,36907,95,900,21,0
1634060033,21991,96,948,27,0
1634080135,20101,97,150,22,0
1634097813,0,97,816,15,1
1634118006,37870,98,916,25,0
1634140923,22917,99,916,18,0
1634160973,20049,100,883,20,0
1634180020,19047,101,900,27,0
1634200094,20074,102,1016,20,0
1634219865,19770,103,931,20,0
1634240207,20342,104,919,26,0
1634259883,19675,105,964,19,0
1634280257,20374,106,177,20,0
1634298953,0,106,827,16,1
1634318031,37774,107,945,40,0
1634340078,22046,108,1117,18,0
1634360456,20378,109,178,20,0
1634378942,0,109,773,15,1
1634397949,37492,110,889,18,0
1634420158,22209,111,167,24,0
1634439914,0,111,794,18,1
1634457976,37817,112,937,23,0
1634480209,22233,113,202,25,0
1634499154,0,113,806,14,1
1634517998,37788,114,1077,27,0
1634541257,23259,115,201,24,0
1634559064,0,115,804,21,1
1634577990,36732,116,945,24,0
1634600996,23006,117,163,24,0
1634618274,0,117,848,18,1
1634638034,37037,118,1004,21,0
1634661140,23106,119,180,23,0
1634679205,0,119,784,20,1
1634697963,36822,120,907,19,0
1634720178,22214,121,204,23,0
1634739199,0,121,816,15,1
1634757998,37819,122,937,22,0
1634780180,22181,123,200,24,0
1634799199,0,123,824,15,1
1634818008,37828,124,960,26,0
1634843113,25105,125,155,20,0
1634857316,0,125,810,20,1
1634878015,34901,126,1006,26,0
1634901162,23147,127,213,20,0
1634920186,0,127,1113,22,1
1634938326,37163,128,1093,38,0
1634961013,22686,129,201,35,0
1634978282,0,129,861,17,1
1634998058,37044,130,147,29,0
1635018881,0,130,828,17,1
1635038011,39953,131,898,25,0
1635060934,22923,132,147,29,0
1635079060,0,132,764,15,1
1635097944,37009,133,1028,19,0
1635120126,22181,134,176,22,0
1635140222,0,134,842,15,1
1635158021,37895,135,1041,22,0
1635181220,23199,136,225,22,0
1635199085,0,136,770,19,1
1635217957,36737,137,186,23,0
1635238252,0,137,836,14,1
1635258022,40064,138,165,28,0
1635278340,0,138,805,14,1
1635297981,39959,139,941,18,0
1635320130,22148,140,184,19,0
1635339214,0,140,808,14,1
1635357986,37856,141,1054,19,0
1635380301,22314,142,205,24,0
1635402062,0,142,763,18,1
1635417889,37588,143,965,22,0
1635440245,22356,144,184,19,0
1635459113,0,144,815,19,1
1635477993,37747,145,1070,19,0
1635500255,22262,146,157,19,0
1635518832,0,146,967,15,1
1635538162,37907,147,291,23,0
1635558037,0,147,879,20,1
1635578092,39930,148,1109,34,0
1635602977,24884,149,114,22,0
1635617224,0,149,972,19,1
1635638183,35205,150,185,32,0
1635658031,0,150,844,14,1
1635678040,39857,151,943,24,0
1635701072,23031,152,190,20,0
1635719253,0,152,777,22,1
1635737960,36888,153,904,21,0
1635760989,23028,154,191,23,0
1635779324,0,154,835,21,1
1635798025,37036,155,990,28,0
1635820152,22127,156,165,23,0
1635837376,0,156,799,13,1
1635857989,37837,157,961,23,0
1635881017,23027,158,166,30,0
1635899026,0,158,809,17,1
1635917986,36969,159,171,16,0
1635939362,0,159,832,14,1
1635958029,40043,160,930,37,0
1635981081,23052,161,193,24,0
1635999282,0,161,819,16,1
1636018005,36923,162,1051,26,0
1636040275,22270,163,186,24,0
1636059130,0,163,831,14,1
1636078023,37747,164,1069,32,0
1636100274,22251,165,906,27,0
1636120781,20507,166,201,23,0
1636138589,0,166,923,19,1
1636158132,37350,167,1000,32,0
1636180859,22727,168,196,19,0
1636198508,0,168,762,18,1
1636217947,37088,169,898,26,0
1636239158,21210,170,1017,18,0
1636260096,20938,171,873,20,0
1636280945,20849,172,185,20,0
1636298353,0,172,806,15,1
1636317989,37043,173,966,21,0
1636340145,22156,174,892,23,0
1636360764,20619,175,188,21,0
1636378586,0,175,828,14,1
1636398015,37250,176,988,25,0
1636420146,22130,177,891,24,0
1636440905,20759,178,903,20,0
1636459937,19032,179,944,24,0
1636480585,20647,180,1145,21,0
1636500723,20138,181,938,28,0
1636520371,19647,182,993,19,0
1636539798,19426,183,976,24,0
1636560783,20984,184,882,18,0
1636580263,19480,185,990,20,0
1636600739,20476,186,913,19,0
1636619332,18592,187,965,19,0
1636640786,21453,188,1016,19,0
1636661137,20351,189,896,18,0
1636679925,18787,190,891,23,0
1636700626,20701,191,1197,19,0
1636721539,20912,192,207,29,0
1636740715,0,192,1082,15,1
1636758286,36746,193,1075,38,0
1636780962,22676,194,164,28,0
1636799161,0,194,1026,14,1
1636818216,37253,195,182,28,0
1636842143,0,195,901,16,1
1636858027,39811,196,922,22,0
1636879910,21883,197,890,20,0
1636898992,19081,198,916,17,0
1636920045,21052,199,892,23,0
1636941008,20963,200,890,25,0
1636959844,18836,201,1063,22,0
1636979158,19313,202,873,20,0
1637000875,21717,203,886,19,0
1637020172,19297,204,991,19,0
1637040755,20582,205,980,19,0
1637061161,20406,206,1060,19,0
1637078785,17623,207,1006,25,0
1637101184,22399,208,874,21,0
1637119799,18615,209,898,24,0
1637139252,19452,210,896,21,0
1637160799,21546,211,892,18,0
1637180256,19457,212,886,18,0
1637199783,19526,213,905,17,0
1637220285,20502,214,960,20,0
1637240719,20434,215,902,20,0
1637259342,18622,216,902,20,0
1637279721,20379,217,899,20,0
1637299340,19618,218,945,20,0
1637320566,21226,219,891,26,0
1637339482,18916,220,950,20,0
1637359627,20144,221,1168,22,0
1637378391,18764,222,1051,22,0
1637400706,22315,223,949,26,0
1637420414,19708,224,944,21,0
1637440568,20153,225,159,22,0
1637458143,0,225,799,17,1
1637477986,37417,226,908,23,0
1637501085,23098,227,943,23,0
1637519973,18888,228,911,24,0
1637541097,21124,229,922,21,0
1637560931,19833,230,934,19,0
1637579118,18186,231,961,22,0
1637600025,20907,232,1039,20,0
1637618269,18244,233,1001,25,0
1637639896,21627,234,886,20,0
1637659152,19255,235,949,21,0
1637679962,20809,236,898,24,0
1637700964,21002,237,877,20,0
1637719025,18060,238,884,30,0
1637739023,19998,239,882,29,0
