wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
1503272760,0,0,31206,26044,1
1503298284,0,0,7492,58,1
1503320510,0,0,669,28,1
1503334120,0,0,133,13,1
1503353221,0,0,399,34,1
1503373485,0,0,971,16,1
1503394055,0,0,5210,14,1
1503418281,0,1,1943,22,0
1503438199,0,1,1924,15,1
1503454986,36704,2,6458,22,0
1503481613,26627,3,502,26,0
1503493465,0,3,977,15,1
1503514060,32446,4,190,28,0
1503533274,0,4,818,14,1
1503553895,39834,5,187,29,0
1503573704,0,5,1106,14,1
1503594151,40256,6,167,22,0
1503613257,0,6,840,15,1
1503633908,39756,7,166,24,0
1503653254,0,7,916,15,1
1503674034,40126,8,222,52,0
1503693332,0,8,1019,19,1
1503714064,40029,9,199,33,0
1503733306,0,9,984,19,1
1503754028,39964,10,1000,33,0
1503774141,20113,11,144,52,0
1503793268,0,11,914,15,1
1503814617,40475,12,1154,32,0
1503836406,21788,13,166,25,0
1503854772,0,13,961,15,1
1503874048,37642,14,1103,27,0
1503897120,23071,15,165,25,0
1503913192,0,15,903,16,1
1503933972,36851,16,1080,26,0
1503954165,20192,17,1119,21,0
1503974702,20537,18,998,19,0
1503994112,19410,19,1081,24,0
1504014176,20064,20,1048,20,0
1504034156,19980,21,1114,23,0
1504056028,21871,22,154,45,0
1504073447,0,22,905,16,1
1504093988,37959,23,1015,32,0
1504115700,21711,24,216,25,0
1504133281,0,24,888,15,1
1504153940,38240,25,182,42,0
1504173291,0,25,794,16,1
1504193867,39926,26,157,25,0
1504213231,0,26,901,15,1
1504233968,40101,27,1032,24,0
1504254152,20183,28,189,56,0
1504273243,0,28,836,16,1
1504293902,39750,29,1158,25,0
1504314257,20355,30,949,21,0
1504333970,19712,31,1044,19,0
1504354435,20465,32,1083,25,0
1504374179,19743,33,1013,24,0
1504394570,20391,34,182,53,0
1504413319,0,34,872,15,1
1504433942,39372,35,1032,26,0
1504454155,20212,36,1014,26,0
1504474118,19963,37,1066,25,0
1504494202,20083,38,1017,55,0
1504514141,19939,39,1062,56,0
1504534218,20076,40,1000,53,0
1504554119,19901,41,1133,51,0
1504574245,20125,42,996,28,0
1504594174,19928,43,1052,51,0
1504614182,20008,44,1028,53,0
1504634216,20033,45,1111,53,0
1504654251,20035,46,1017,50,0
1504674166,19914,47,1064,51,0
1504694201,20034,48,1071,56,0
1504714210,20009,49,179,53,0
1504733273,0,49,942,18,1
1504754033,39822,50,1059,41,0
1504774161,20128,51,1082,24,0
1504794184,20022,52,1015,22,0
1504814112,19928,53,986,19,0
1504834085,19973,54,990,19,0
1504854091,20005,55,1139,20,0
1504874253,20162,56,184,43,0
1504893266,0,56,951,17,1
1504914024,39771,57,1007,25,0
1504934115,20091,58,1001,24,0
1504954096,19980,59,1024,24,0
1504974166,20069,60,992,55,0
1504994125,19959,61,1027,51,0
1505014154,20029,62,1081,51,0
1505034215,20061,63,985,55,0
1505054107,19891,64,192,51,0
1505073304,0,64,824,16,1
1505093891,39783,65,1025,23,0
1505114134,20243,66,1116,23,0
1505134227,20092,67,955,26,0
1505154053,19825,68,1064,23,0
1505174205,20152,69,1039,55,0
1505194162,19956,70,1042,50,0
1505214132,19970,71,1071,23,0
1505234182,20050,72,1083,24,0
1505254222,20039,73,196,54,0
1505273277,0,73,1809,15,1
1505294891,40668,74,1584,31,0
1505315414,20523,75,1107,61,0
1505336751,21336,76,959,28,0
1505354047,17296,77,1176,22,0
1505374352,20305,78,168,54,0
1505393257,0,78,927,16,1
1505413995,39642,79,1051,27,0
1505434101,20106,80,1056,23,0
1505454158,20056,81,1192,25,0
1505474321,20162,82,1220,54,0
1505494839,20518,83,1256,26,0
1505514603,19763,84,1018,52,0
1505534156,19553,85,1084,52,0
1505554175,20018,86,205,25,0
1505573475,0,86,967,16,1
1505594073,39897,87,1039,41,0
1505614178,20105,88,169,57,0
1505633267,0,88,923,16,1
1505654030,39851,89,1045,47,0
1505674181,20150,90,1043,56,0
1505694151,19969,91,1057,26,0
1505714160,20009,92,1009,24,0
1505734104,19943,93,1002,25,0
1505754141,20037,94,985,52,0
1505774105,19964,95,1042,52,0
1505794271,20165,96,985,52,0
1505814123,19852,97,172,51,0
1505833268,0,97,937,16,1
1505854019,39895,98,163,40,0
1505873244,0,98,870,16,1
1505893949,39930,99,206,34,0
1505913330,0,99,879,22,1
1505933950,40000,100,1018,26,0
