wall_clock_us,interval_us,paint_seq,pump_active_us,paint_latency_us,waited_deadline
1695614236,0,0,38965,31673,1
1695643705,0,0,5245,26,1
1695661205,0,0,653,26,1
1695675350,0,0,205,13,1
1695694776,0,0,264,32,1
1695714786,0,0,2164,15,1
1695736727,0,0,4705,14,1
1695759251,0,1,457,24,0
1695777266,0,1,2284,14,1
1695796842,37591,2,1900,23,0
1695820288,23445,3,1065,20,0
1695839497,0,3,2154,18,1
1695856651,36363,4,6700,26,0
1695882364,25713,5,212,21,0
1695896271,0,5,1194,14,1
1695915757,33393,6,926,22,0
1695937699,21941,7,198,26,0
1695956019,0,7,808,15,1
1695975347,37648,8,931,23,0
1695997130,21782,9,194,23,0
1696016585,0,9,831,13,1
1696035375,38244,10,991,23,0
1696057147,21771,11,225,23,0
1696076357,0,11,812,15,1
1696095351,38204,12,1056,23,0
1696118239,22888,13,176,22,0
1696136404,0,13,934,15,1
1696155474,37235,14,949,23,0
1696177065,21590,15,981,24,0
1696197448,20383,16,925,23,0
1696217057,19608,17,210,24,0
1696234786,0,17,865,16,1
1696255402,38345,18,994,22,0
1696277124,21721,19,863,24,0
1696298251,21127,20,170,20,0
1696316389,0,20,920,16,1
1696335463,37211,21,1076,22,0
1696357143,21680,22,916,23,0
1696377344,20201,23,903,22,0
1696397927,20582,24,1169,24,0
1696417824,19897,25,1057,21,0
1696440816,22991,26,160,23,0
1696456579,0,26,861,15,1
1696475414,34598,27,989,27,0
1696497153,21738,28,1113,20,0
1696515671,18518,29,167,27,0
1696534738,0,29,856,14,1
1696555397,39726,30,168,21,0
1696574739,0,30,829,15,1
1696595382,39985,31,899,25,0
1696616997,21614,32,912,23,0
1696637507,20510,33,1083,22,0
1696657102,19595,34,899,22,0
1696677415,20312,35,892,21,0
1696697992,20577,36,980,20,0
1696718357,20364,37,864,19,0
1696737044,18686,38,878,25,0
1696757344,20300,39,1086,21,0
1696775952,18608,40,135,28,0
1696794685,0,40,767,14,1
1696815307,39355,41,1015,23,0
1696837227,21920,42,893,21,0
1696857176,19949,43,156,18,0
1696874947,0,43,849,17,1
1696895406,38230,44,899,24,0
1696918013,22606,45,163,24,0
1696937409,0,45,801,17,1
1696955356,37342,46,941,33,0
1696977973,22616,47,1069,20,0
1696996417,18444,48,931,23,0
1697017035,20618,49,1079,24,0
1697037569,20533,50,943,23,0
1697056907,19338,51,902,24,0
1697077368,20460,52,1011,20,0
1697098167,20798,53,863,21,0
1697118212,20045,54,146,19,0
1697138250,0,54,823,15,1
1697155312,37099,55,145,26,0
1697175404,0,55,805,15,1
1697195351,40039,56,970,23,0
1697217960,22609,57,928,20,0
1697237493,19532,58,153,22,0
1697256514,0,58,817,15,1
1697275354,37861,59,910,21,0
1697297907,22552,60,947,24,0
1697317413,19505,61,1020,24,0
1697337169,19756,62,921,22,0
1697357271,20101,63,902,19,0
1697377151,19880,64,946,21,0
1697397372,20220,65,956,27,0
1697418111,20739,66,875,20,0
1697437439,19328,67,906,19,0
1697457883,20443,68,949,24,0
1697478360,20477,69,884,22,0
1697497046,18685,70,961,77,0
1697517381,20335,71,948,21,0
1697537093,19711,72,1049,18,0
1697557491,20397,73,955,21,0
1697577992,20500,74,1043,19,0
1697597632,19640,75,1113,20,0
1697618021,20388,76,1148,27,0
1697639897,0,76,1037,13,1
1697655654,37633,77,357,155,0
1697677067,0,77,794,14,1
1697695346,39692,78,385,26,0
1697716553,0,78,815,15,1
1697735355,40009,79,157,20,0
1697754735,0,79,798,25,1
1697775331,39975,80,1215,19,0
1697797428,22097,81,952,39,0
1697817041,19612,82,1145,21,0
1697838637,21596,83,1697,22,0
1697858529,19891,84,964,25,0
